Cï¿½DIGO;FAMILIA;SUB-FAMILIA;EQUIPO;PRODUCTO
Repuesto2802;Repuesto;;;42421-KK030 Maza trasera New Hilux chasis 8AJFB8CD1H11582907
Repuesto2803;Repuesto;;;46420-0K210 Cable freno de mano derecho New Hilux chasis 8AJFB8CD1H11582907
Repuesto2804;Repuesto;;;46430-0K210 Cable freno de mano izquierda New Hilux chasis 8AJFB8CD1H11582907
Repuesto2806;Repuesto;;;3115 2766 80 Portajuntas completa
Repuesto2807;Repuesto;;;0147 1438 03 Perno M14 x 30 x 2.0ï¿½ G8.8
Repuesto2808;Repuesto;;;3115 1454 00 Tuerca ( 3115 3548 00 )
Repuesto2809;Repuesto;;;3115 2772 80 ï¿½Portajuntas
Repuesto2810;Repuesto;;;0147 1481 03 Perno M16 x 60 x 2.0 G8.8
Repuesto2811;Repuesto;;;3115 2702 00 Perno M16 x 70 x 2.0ï¿½G8.8
Repuesto2812;Repuesto;;;3115 2196 81 ( 3115 2617 20 ) Vï¿½lvula control completa
Repuesto2813;Repuesto;;;3115 2275 80 Soporte completo
Repuesto2814;Repuesto;;;Perno Parker M12x30x1.75 G8.8 - 0147 1401 03 - ( 0211 1960 84 )
Repuesto2815;Repuesto;;;275 9884 Emp. Inferior de carter
Repuesto2816;Repuesto;;;277 3013 Reten punta de cigï¿½eï¿½al
Repuesto2817;Repuesto;;;278 5272 Sensor temperatura de aire
Repuesto2818;Repuesto;;;278 5307 Sensor de temperatura de refrigerante motor
Repuesto2819;Repuesto;;;311 3858 Sensor posicion de cigï¿½eï¿½al
Repuesto2820;Repuesto;;;331 4400 Emp. Superior de carter
Repuesto2831;Repuesto;;;5590 0001 16 Wheel
Repuesto2832;Repuesto;;;5590 0001 15 Housing
Repuesto2834;Repuesto;;;16865185 MOTOR DE PARTIDA PRESTOLITE 24 VOLT 10 DTES 6 KW CW ANCLAJE 3 PERNOS
Repuesto2836;Repuesto;;;281 9480 Conjunto Mazo Cables Del Monitor
Repuesto2837;Repuesto;;;1T 1639 Oring convertidor de torque
Repuesto2838;Repuesto;;;5P 9806 Oring de transmisiï¿½n acople motor
Repuesto2839;Repuesto;;;319 9510 Resorte de gas direcciï¿½n
Repuesto2845;Repuesto;;;376 9017 Kit de sellos cilindro de direcciï¿½n
Repuesto2850;Repuesto;;;Terminal de direcciï¿½n derecho Grua Nissan 25 serie PLO2M25-002094 motor K21 0209609X
Repuesto2851;Repuesto;;;Terminal de direccion izquierdo Grua Nissan 25 serie PLO2M25-002094 motor K21 0209609X
Repuesto2854;Repuesto;;;3125 0634 00 Dowel Jumbo S1D
Repuesto2865;Repuesto;;;Bomba de agua motor - Motor CAT ( Sullair 185H )
Repuesto2866;Repuesto;;;36136869 Tensor correa de accesorios - Motor john deere serie PE6068L156891
Repuesto2867;Repuesto;;;36106615 Emp. Tapa enfriador de aceite motor - Motor john deere serie PE6068L156891
Repuesto2868;Repuesto;;;Oring porta filtro de aceite motorï¿½- Motor john deere serie PE6068L156891
Repuesto2869;Repuesto;;;5537 1528 00 Vï¿½lvula de aceleracion hidrï¿½ulica
Repuesto2870;Repuesto;;;5541 5708 00 HORN 24VDC 117db (A)
Repuesto2873;Repuesto;;;07R502864I Empaq. enfriador aceite motor - Motor John Deere serie PE6068L156891
Repuesto2874;Repuesto;;;3115 3364 00 ( 3115 2333 00 ) Sello
Repuesto2875;Repuesto;;;36114486 Polea fija - Motor John Deere serie PE6068L156891
Repuesto2879;Repuesto;;;Alternador ISKRA 24V 55AMP CONEXION D+ W
Repuesto2880;Repuesto;;;Reten punta de cigï¿½eï¿½alï¿½motor 3B17L001404
Repuesto2881;Repuesto;;;Reten trasero de cigï¿½eï¿½al motor 3B17L001404
Repuesto2883;Repuesto;;;0295 3113 00 Tuerca arti central
Repuesto2884;Repuesto;;;0333 6113 00 Seguro araï¿½a
Repuesto2886;Repuesto;;;9121 5913 50 Seal Kit ( cilindros gatos)
Repuesto2887;Repuesto;;;5112 3036 39 Pasador articulacion central
Repuesto2888;Repuesto;;;5112 3036 38 Buje articulacion central
Repuesto2904;Repuesto;;;364 5145 ( 363 0559 ) Kit
Repuesto2905;Repuesto;;;9V 0710
Repuesto2906;Repuesto;;;5P 8245 Golillas planas - CAT 928G
Repuesto2907;Repuesto;;;8T 4223 Golillas planas - CAT 928G
Repuesto2908;Repuesto;;;6V 8675 Perno - CAT 928G
Repuesto2909;Repuesto;;;6V 3668 Perno - CAT 928G
Repuesto2910;Repuesto;;;8T 4137 Perno - CAT 928G
Repuesto2911;Repuesto;;;5C 7261 Tuerca - CAT 928G
Repuesto2912;Repuesto;;;317 9992 Hose - CAT 938H
Repuesto2913;Repuesto;;;294 0286 Cover KT-Front - CAT 938H
Repuesto2915;Repuesto;;;294 1705 Gasket - Excavadora 320D
Repuesto2916;Repuesto;;;371 6116 Manifold Exhaust - Excavadora 320D
Repuesto2917;Repuesto;;;225 8536 Gasket Manifold - Excavadora 320D
Repuesto2918;Repuesto;;;294 1706 Empaquetadura
Repuesto2919;Repuesto;;;294 1788 X Seal
Repuesto2920;Repuesto;;;3128 2099 65 kit sellos cilindro de volteo
Repuesto2922;Repuesto;;;9121 6526 50 kit de sellos cilindro movimiento axialï¿½
Repuesto2923;Repuesto;;;9120 0990 10 sellos cilindro de avance posicionamientoï¿½
Repuesto2930;Repuesto;;;3-70-38x Strap kit ( Spicer 2522 ) - 938G
Repuesto2934;Repuesto;;;921/01400 kit shim
Repuesto2950;Repuesto;;;3169572 Sello bba de combustible
Repuesto2951;Repuesto;;;5112 3224 68 Coupling motor b/b hidraulica
Repuesto2952;Repuesto;;;5112 3224 69 Engranaje centro de coupling
Repuesto2953;Repuesto;;;01179565 Correa accesorio NP alternativo AVX10 x 1125 Lo
Repuesto2954;Repuesto;;;01183852 Alternador
Repuesto2955;Repuesto;;;01184175 Motor de partida
Repuesto2956;Repuesto;;;Relï¿½ 301-1C-C-R1 U02 24VDCï¿½ de 15A/10Aï¿½ 28VDC
Repuesto2959;Repuesto;;;0663 2109 45 JUNTA DESOLEADOR GA-110
Repuesto2961;Repuesto;;;Cebadora de combustible generador FG wilson 500 kva
Repuesto2962;Repuesto;;;5112 2921 01 Pressure switch
Repuesto2963;Repuesto;;;5112 2595 00 Pressure switch
Repuesto2964;Repuesto;;;5112 3023 43 Pressure switch
Repuesto2965;Repuesto;;;5590 0000 95 Termostato A/C
Repuesto2966;Repuesto;;;Compresor de aire acondicionado Sanden mod. 4840ï¿½(alternativo American Air)
Repuesto2967;Repuesto;;;Alternadorï¿½Toyota New Hilux
Repuesto2969;Repuesto;;;3217 9997 22 - Kit de sellos valvula de agua jumbo S1D
Repuesto2970;Repuesto;;;90114-T0011 - Pernos fijaciï¿½n maza trasera Toyora New Hilux
Repuesto2971;Repuesto;;;Alternadorï¿½Generador Weichai 33 KVA
Repuesto2972;Repuesto;;;Motor de partida Generador Weichai 33 KVA
Repuesto2973;Repuesto;;;Motor hidraï¿½lico de rotaciï¿½n COP1838 para Equipo Simba H1253
Repuesto2974;Repuesto;;;5575 0960 00 Sensor Fuel Level
Repuesto2975;Repuesto;;;3067979 Clamp, V Band (abrazadera admisiï¿½n)
Repuesto2976;Repuesto;;;3972681 Clamp Motor QSL9 Serie 5271268
Repuesto2977;Repuesto;;;3973337 Varilla Motor QSL9 Serie 5271268
Repuesto2978;Repuesto;;;3905216 Abrazadera Motor QSL9 Serie 5271268
Repuesto2979;Repuesto;;;3945206 Tensor Motor QSL9 Serie 5271268
Repuesto2980;Repuesto;;;5552 4917 00 Inflador
Repuesto2981;Repuesto;;;90385-T0014 Buje largo paquete resorte New Hilux chasis 8AJFB3CD4L1515276
Repuesto2983;Repuesto;;;3975326 Soporte Motor QSL9 Serie 5271268
Repuesto2984;Repuesto;;;3944405 Soporte Motor QSL9 Serie 5271268
Repuesto2986;Repuesto;;;3944718 Soporte Motor QSL9 Serie 5271268
Repuesto2987;Repuesto;;;3943793 End, Adjusting Link Motor QSL9 Serie 5271268
Repuesto2991;Repuesto;;;121 1491 Vï¿½lvula solenoide freno rotaciï¿½n
Repuesto2995;Repuesto;;;1250 0234 37 KIT telescï¿½pico brazo BUT28
Repuesto2996;Repuesto;;;Corona Completa ST-3,5
Repuesto2997;Repuesto;;;Punta de Diferencial ST-3,5
Repuesto2998;Repuesto;;;Eje Palier ST-3,5
Repuesto2999;Repuesto;;;Cruzeta para Scoop ST-3,5
Repuesto3000;Repuesto;;;Vï¿½lvula Convertidor para Scoop ST-3,5
Repuesto3003;Repuesto;;;3177 0013 01 Acoplamiento motor elï¿½ctrico bomba A10VO100
Repuesto3014;Repuesto;;;448 2945 PASADOR SUPERIOR
Repuesto3015;Repuesto;;;431 4599 CALCE 0,2 MMï¿½
Repuesto3016;Repuesto;;;431 4600 CALCE 0,5 MMï¿½
Repuesto3017;Repuesto;;;431 4611 SELLO
Repuesto3018;Repuesto;;;431 4614 COJINETE
Repuesto3019;Repuesto;;;431 4596 CALCE 0,2 MMï¿½
Repuesto3020;Repuesto;;;431 4597 CALCE 0,5 MMï¿½
Repuesto3021;Repuesto;;;431 4598 CALCE 1 MM
Repuesto3022;Repuesto;;;431 4603 SELLO
Repuesto3023;Repuesto;;;431 4605 CALCE 0,3 MMï¿½
Repuesto3024;Repuesto;;;431 4606 CALCE 0,5 MMï¿½
Repuesto3025;Repuesto;;;431 4607 CALCE 0,7 MM
Repuesto3027;Repuesto;;;387 6032 PASADOR INFERIORï¿½
Repuesto3028;Repuesto;;;36757573 Switch pressure
Repuesto3029;Repuesto;;;5580 0027 75 Seal kit
Repuesto3030;Repuesto;;;5580 0057 82 Bushing
Repuesto3031;Repuesto;;;5580 0033 92 Wiper
Repuesto3032;Repuesto;;;5580 0108 24 Bushing ( 6060 0184 88 )
Repuesto3033;Repuesto;;;5580 0033 93 Wiper
Repuesto3038;Repuesto;;;355 7416 Conexiï¿½n De Combustible
Repuesto3042;Repuesto;;;363 6840 conjunto de placa
Repuesto3043;Repuesto;;;Parachoque Delantero Completo Toyota New Hilux chasï¿½s 8AJDB3CD1M1306795
Repuesto3044;Repuesto;;;258 2829 Respiradero tanque hidraulico
Repuesto3056;Repuesto;;;344 5081 Grupo De Alternador De Carga (24-VOLT, 115-AMPERE)
Repuesto3057;Repuesto;;;4017567 Perno de Inyector Motor Cummins QSL9 serie 4945769
Repuesto3058;Repuesto;;;Lunetaï¿½LATERAL PUERTA TRASERA IZQ Toyota New hilux Nï¿½ chasis 8AJDB3CD6M1306775
Repuesto3059;Repuesto;;;5540 9778 00 Golilla yoke
Repuesto3060;Repuesto;;;5540 9780 00 Perno yoke
Repuesto3061;Repuesto;;;279 0093 Accumulator gp brake (charged)
Repuesto3062;Repuesto;;;285 1975 mazo cables de inyectores
Repuesto3064;Repuesto;;;277 5064 Sello anular
Repuesto3065;Repuesto;;;277 5065 seguro
Repuesto3066;Repuesto;;;326 7288 Respiradero motor
Repuesto3067;Repuesto;;;326 7289 sello respiradero motor
Repuesto3068;Repuesto;;;9G 7641 SWITCH GP-START
Repuesto3071;Repuesto;;;Corona  de 61 diente , paso 2' , diametro exterior 1016mm x diametro primitivo 987mm , diametro interior 958,4mm S/plano
Repuesto3076;Repuesto;;;227 6744 Sensor de presion de transmisiï¿½nï¿½
Repuesto3080;Repuesto;;;121 7746 prefiltro completo  Cargadorï¿½ CAT 928G
Repuesto3083;Repuesto;;;3128 2099 22 Anti inductive
Repuesto3084;Repuesto;;;5541 3173 00 Relay power 24VDC 50A
Repuesto3086;Repuesto;;;324 4128 Termostato CAT 320D
Repuesto3087;Repuesto;;;5I 7735 Empaquetadura termostato CAT 320D
Repuesto3088;Repuesto;;;294 1780 Empaquetadura base de termostato CAT 320D
Repuesto3093;Repuesto;;;287 8291 Pasador superior pantografo cat 938H-3
Repuesto3094;Repuesto;;;505 3982 Calzas punta de balde cat 320GX
Repuesto3095;Repuesto;;;Piston servo A10VO100 - Jumbo Boomer 281
Repuesto3096;Repuesto;;;Cruceta con seguro exterior 45MM diï¿½metro dado x 120MM ancho ( Koller 5548-537R )
Repuesto3097;Repuesto;;;320/04207 Tuberia de alimentacion de turboï¿½
Repuesto3098;Repuesto;;;320/B0733ï¿½ Racor de caï¿½eriaï¿½
Repuesto3099;Repuesto;;;320/B4244ï¿½ Arandela de cobre
Repuesto3100;Repuesto;;;320/B0726ï¿½Clip P
Repuesto3101;Repuesto;;;320/00849ï¿½ tubo de clip
Repuesto3102;Repuesto;;;5590 0139 73 Respiradero upbox
Repuesto3103;Repuesto;;;5574 8029 00ï¿½tubo de varilla de nivel upbox
Repuesto3104;Repuesto;;;5580 0122 97 Juego de cierreï¿½
Repuesto3105;Repuesto;;;5537 2610 00 kit de reparaciï¿½n pedal acelerador
Repuesto3106;Repuesto;;;47781 0K181 deflector disco freno RH New Hilux Chasï¿½s 8AJFB3CD4L1515276
Repuesto3107;Repuesto;;;47781 0K182 deflector disco freno LH New Hilux Chasï¿½s 8AJFB3CD4L1515276
Repuesto3108;Repuesto;;;47043 0K140 placa freno RR RH New Hilux Chasï¿½s 8AJFB3CD4L1515276
Repuesto3109;Repuesto;;;47044 0K140 placa freno RR LH New Hilux Chasï¿½s 8AJFB3CD4L1515276
Repuesto3110;Repuesto;;;90119 T0216 perno de fijacion maza delantera New Hilux Chasï¿½s 8AJFB3CD4L1515276
Repuesto3111;Repuesto;;;90301 T0017 Oring maza delantera New Hilux Chasï¿½s 8AJFB3CD4L1515276
Repuesto3114;Repuesto;;;2K 2961 Ring
Repuesto3115;Repuesto;;;6V 8237 golilla calibrada (26X44X4-MM Thk)
Repuesto3116;Repuesto;;;90311-T0065 Reten piï¿½on de ataque New Hilux Chasï¿½s 8AJFB3CD4L1515276
Repuesto3117;Repuesto;;;Tercera Luz de freno New Hilux Chasï¿½s 8AJFB3CD4L1515276
Repuesto3118;Repuesto;;;Sensor de presion de aceite motor Perkins B2500 generador 500 kva
Repuesto3121;Repuesto;;;3222 3143 98 KIT SELLOS MORDAZAS S1D-S7D
Repuesto3122;Repuesto;;;3128 3213 10 MORDAZAS (METï¿½LICA) S1D-S7D
Repuesto3123;Repuesto;;;3128 0004 51 Cilindro hidraulico (mordazas)
Repuesto3129;Repuesto;;;59003690 Acoplamiento motor convertidor GHH MK-A20 Serial 3674/42
Repuesto3130;Repuesto;;;59011304 Acelerador de cilindro (actuador) GHH MK-A20 Serial 3674/42
Repuesto3131;Repuesto;;;59014170 Pedal valvula proporcional acelerador GHH MK-A20 Serial 3674/42
Repuesto3132;Repuesto;;;59019574 Oring filtro hidraulico GHH MK-A20 Serial 3674/42
Repuesto3133;Repuesto;;;64337009 Oring tapa tanque combustible GHH MK-A20 Serial 3674/42
Repuesto3134;Repuesto;;;66526000 Soporte transmisiï¿½n GHH MK-A20 Serial 3674/42
Repuesto3135;Repuesto;;;84087000 Terminal (rotula) mando giratorio de controles GHH MK-A20 Serial 3674/42
Repuesto3138;Repuesto;;;59008443/005 Junta filtro de presionï¿½ GHH MK-A20 Serial 3674/42
Repuesto3139;Repuesto;;;59008445/005 Junta filtro succion GHH MK-A20 Serial 3674/42
Repuesto3141;Repuesto;;;K85587 Kit de sellos valvula de control direccional GHH MK-A20 Serial 3674/42
Repuesto3142;Repuesto;;;Sanden S6665 Compresor A/C GHH MK-A20 Serial 3674/42
Repuesto3143;Repuesto;;;Motor de partida GHH MK-A20 Serial 3674/42
Repuesto3146;Repuesto;;;Correa dentada 9.5x1035 - Alternador GHH MK-A20 Serial 3674/42
Repuesto3147;Repuesto;;;3363 0827 87 Punta de Martillo MB1200
Repuesto3148;Repuesto;;;84307-0K091 cinta air bag completa New Hilux chasis 8AJDB3CD2N1318066
Repuesto3149;Repuesto;;;04478-0K220 Kit de reparaciï¿½n caliperï¿½New Hilux Original  chasis 8AJDB3CD2N1318066
Repuesto3150;Repuesto;;;2H 9247 Oring CAT
Repuesto3151;Repuesto;;;5565913 Motor de partida cumminsï¿½
Repuesto3152;Repuesto;;;4938600 Alternador cumminsï¿½
Repuesto3153;Repuesto;;;4935793 Bomba de agua cummins
Repuesto3154;Repuesto;;;3937553 Tensor correa de accesorios Cummins
Repuesto3157;Repuesto;;;3217 9708 06 Phase seq Relay
Repuesto3163;Repuesto;;;Piston Caliper Hilux Toyota 2015
Repuesto3164;Repuesto;;;Diferencial delantero completo New Hilux Toyota 8AJDB3CD0N1318096
Repuesto3168;Repuesto;;;3177 0002 58 RESTRICTOR 0,6 mm
Repuesto3169;Repuesto;;;3177 0002 59 RESTRICTOR 0,5 mm
Repuesto3172;Repuesto;;;6D 7889 Oring ï¿½
Repuesto3173;Repuesto;;;251 1198 Boton A/C ï¿½
Repuesto3174;Repuesto;;;267 5243 Panel Calefaccion
Repuesto3175;Repuesto;;;394 0461 Conjunto Deposito Limpia Parabrisas
Repuesto3177;Repuesto;;;397 9883 Kit De Sellos Cilindro De Levante
Repuesto3178;Repuesto;;;489 1720 Kit De Sellos Cilindro De Volteo
Repuesto3179;Repuesto;;;400/Y6593 Tapa Combustible
Repuesto3180;Repuesto;;;5537 8261 00 Tuerca Diferencial Trasero
Repuesto3183;Repuesto;;;48609-0K080 Cazoleta Amortiguador Delantero New Hilux chasis 8AJDB3CD5P1331588
Repuesto3205;Repuesto;;;Inyector Cargador Chino XC928
Repuesto3206;Repuesto;;;Alternador Cargador Chino XC928
Repuesto3207;Repuesto;;;Motor Partida Cargador Chino XC928
Repuesto3208;Repuesto;;;Pastilla de Freno Cargador Chino XC928
Repuesto3209;Repuesto;;;Cardï¿½n 1 de 3 Cargador Chino XC928
Repuesto3210;Repuesto;;;Cardï¿½n 2 de 3 Cargador Chino XC928
Repuesto3211;Repuesto;;;Cardï¿½n 3 de 3 Cargador Chino XC928
Repuesto3212;Repuesto;;;42611 0KR80 Llanta aro 17x6 New Hilux Toyota chasis 8AJDB3CD9N1318033
Repuesto3215;Repuesto;;;CH11950 kit de correa ventilador - Generador FG Wilson
Repuesto3216;Repuesto;;;CH11202 correa de alternador - Generador FG Wilson
Repuesto3220;Repuesto;;;9110 9537 12 valvula doble retencion
Repuesto3223;Repuesto;;;3216 8883 00 Valve ( Skava 5724 8883 00 )
Repuesto3224;Repuesto;;;Viga BMH 2000 para barra de 14 pies completa
Repuesto3225;Repuesto;;;0501 0000 16 (45x68x32) Rï¿½tula cilindro Jumbo S1D
Repuesto3227;Repuesto;;;317 2717 base de tapa de vï¿½lvulas
Repuesto3228;Repuesto;;;77870 0k010 bomba de adblue New Hilux con empaquetadura Nï¿½ chasis 8AJDB3CD5P1331588
Repuesto3234;Repuesto;;;5541 7432 00 bomba de carga
Repuesto3243;Repuesto;;;2914 7705 00 alternadorï¿½
Repuesto3245;Repuesto;;;9106 1607 99 valvula piston amortiguadorï¿½
Repuesto3251;Repuesto;;;3943661 Polea Cigï¿½eï¿½al QSL9
Repuesto3254;Repuesto;;;347 9292 Conjunto enfriador
Repuesto3261;Repuesto;;;5294839 JUEGO ANILLOS DE PISTON  Motor QSL9
Repuesto3262;Repuesto;;;90311 53001 reten piï¿½on de ataque trasero New Hilux Chasï¿½s 8AJFB3CD9L1515371
Repuesto3279;Repuesto;;;Turbo HX40W - Motor QSL9
Repuesto3291;Repuesto;;;90311 47041ï¿½Reten diferencial delantero new hilux chasï¿½s 8AJDB3CD9N1318033
Repuesto3293;Repuesto;;;pastillas de freno delantera VW amarok 2023 chasis WV1ZZZ2HZPA015973- Original
Repuesto3294;Repuesto;;;pastillas de freno trasera VW amarok 2023 chasis WV1ZZZ2HZPA015973- Original
Repuesto3295;Repuesto;;;CORTA CORRIENTE KTC MINI 12/32V 100 AMP
Repuesto3299;Repuesto;;;31420-0K071 Conjunto cilindro principal (bomba de embrague)
Repuesto3301;Repuesto;;;47201-0K451 Subconjunto cilindro principal freno(bomba de freno)
Rodamiento001;Rodamiento;;;Rodamiento 6306 2RS ( NP Onram  300 013 521 )
Rodamiento002;Rodamiento;;;Rodamiento Nï¿½ 6308 2 RS
Rodamiento004;Rodamiento;;;Rodamiento 6209 2 RS
Rodamiento005;Rodamiento;;;Rodamiento Nï¿½ 6206 2 RS
Rodamiento006;Rodamiento;;;Rodamiento Nï¿½ 6207
Rodamiento008;Rodamiento;;;Rodamiento Nï¿½ 6208 2 RS
Rodamiento009;Rodamiento;;;Rodamiento Nï¿½ 6009 2 RS
Rodamiento010;Rodamiento;;;Rodamiento Nï¿½ 3310 C-3
Rodamiento011;Rodamiento;;;Rodamiento Nï¿½ 3309 C-3
Rodamiento012;Rodamiento;;;Rodamiento Nï¿½ 6407 ZZ
Rodamiento013;Rodamiento;;;Rodamiento Nï¿½ 22215 KW 33 C
Rodamiento014;Rodamiento;;;Rodamiento Nï¿½ 6207  2 RS
Rodamiento016;Rodamiento;;;Rodamiento 48684
Rodamiento017;Rodamiento;;;Rodamiento 48620
Rodamiento018;Rodamiento;;;Rodamiento 64450
Rodamiento021;Rodamiento;;;Polin Carga de 4' diam. (161,6mm) x280mm x232mm Ranura 25mm
Rodamiento024;Rodamiento;;;Soporte SNG 524-620
Rodamiento025;Rodamiento;;;Soporte FSQ SAF 518
Rodamiento026;Rodamiento;;;Soporte SAF 526
Rodamiento027;Rodamiento;;;Manguitos de Fijaciï¿½n Nï¿½ HE 318
Rodamiento028;Rodamiento;;;Manguitos de Fijaciï¿½n Nï¿½ HE 3126
Rodamiento029;Rodamiento;;;Rodamiento 22218 CCK/W33 C-3
Rodamiento031;Rodamiento;;;Rodamiento Nï¿½ 6003 ï¿½ RS
Rodamiento032;Rodamiento;;;Rodamiento NJ 314 C3
Rodamiento033;Rodamiento;;;Rodamiento Nï¿½ 6313 2RS
Rodamiento035;Rodamiento;;;Rodamiento nï¿½ 22220 CCK/W33
Rodamiento036;Rodamiento;;;Manguito de fijaciï¿½n H 320
Rodamiento037;Rodamiento;;;Descanso  Nï¿½ SNK 520-617 con obturaciones  de goma
Rodamiento038;Rodamiento;;;Rodamiento de rodillo cï¿½nico nï¿½ 748 S(diï¿½metro interior 76mm), Cubeta nï¿½ 742 (diï¿½metro exterior 150mm)
Rodamiento039;Rodamiento;;;Rodamiento de rodillos cï¿½nicos nï¿½ CK 47487, Cubeta diï¿½metro exterior 120mm
Rodamiento040;Rodamiento;;;Rodamiento nï¿½ 7313 BG
Rodamiento041;Rodamiento;;;Rodamiento 6312 ZZ C-3
Rodamiento042;Rodamiento;;;Rodamiento nï¿½ 6309 2 RS
Rodamiento043;Rodamiento;;;Rodamiento nï¿½ 6204 2 RS
Rodamiento044;Rodamiento;;;Retï¿½n de aceite 47MM x 20MM x 7MM
Rodamiento045;Rodamiento;;;Retï¿½n 105X130X7.5 300025387
Rodamiento047;Rodamiento;;;Cubeta nï¿½ 742 (diï¿½metro exterior 150mm)
Rodamiento049;Rodamiento;;;Rodam 6205 2RS
Rodamiento050;Rodamiento;;;Soporte NSK UCP 213 diametro eje 65 mm.
Rodamiento051;Rodamiento;;;Soporte UCF 209 J7 diametro eje 45 mm.(Brida SF45)
Rodamiento052;Rodamiento;;;Rodamiento nï¿½ 3212 C3 (SKF ï¿½ FAG)
Rodamiento053;Rodamiento;;;Rodamiento nï¿½ 3213  C3 (SKF ï¿½ FAG)
Rodamiento054;Rodamiento;;;Rodamiento Nï¿½ 22322 K C3
Rodamiento055;Rodamiento;;;Rodamiento Nï¿½ 6012 C 3
Rodamiento056;Rodamiento;;;Rodamiento Nï¿½ 22340-K C4
Rodamiento057;Rodamiento;;;Rodamiento Nï¿½ 6008
Rodamiento058;Rodamiento;;;Rodamientos Nï¿½ 22226 CK  C3
Rodamiento059;Rodamiento;;;Rodamiento 2208 K C 3 Canastillo Metï¿½lico
Rodamiento060;Rodamiento;;;Manguito de fijacion H-308
Rodamiento062;Rodamiento;;;Rodamientos Nï¿½ 22320 KW3-C3
Rodamiento063;Rodamiento;;;Soporte SNU 508-607 c/obturaciones
Rodamiento064;Rodamiento;;;Soporte UCP 208-J7 (Diametro eje 40 mm.) FAG
Rodamiento065;Rodamiento;;;Soporte UCP-210 (SY-50 diametro del eje 50 mm.)
Rodamiento066;Rodamiento;;;Rodamiento K645 Cono Timken
Rodamiento067;Rodamiento;;;Cubeta K 632 TIM
Rodamiento069;Rodamiento;;;Reten Aceite 100 x 130 x 13 mm.
Rodamiento070;Rodamiento;;;Reten NATIONAL 2 7/8' x 3 5/8' x 3/8' (73 x 92 x 10 mm)
Rodamiento071;Rodamiento;;;Reten NATIONAL 2 7/8' x 3 7/8' x 3/8' (73 x 98 x 10 mm)
Rodamiento072;Rodamiento;;;Rodamiento de rodillos conicos cubeta interior nï¿½ K529X , diametro interior 2' x ancho 1 13/32'
Rodamiento073;Rodamiento;;;Rodamiento de rodillos conicos cubeta exterior nï¿½ K522 , diametro exterior 4' x 1 1/16' de ancho
Rodamiento074;Rodamiento;;;Cono nï¿½ 28985 Timken
Rodamiento075;Rodamiento;;;Cubeta  Nï¿½ 28920  TIMKEN diï¿½metro exterior 4' x 3/4'ancho
Rodamiento076;Rodamiento;;;Rodamiento 6305 2RS
Rodamiento078;Rodamiento;;;Cono nï¿½ 560 Timken
Rodamiento079;Rodamiento;;;Cubeta Nï¿½ 552 Timken
Rodamiento080;Rodamiento;;;Obturaciones Para Soporte Snu 508-607
Rodamiento082;Rodamiento;;;Rodamiento nï¿½ 6213 Z C-3
Rodamiento084;Rodamiento;;;Soporte De Pie Ucp-212 , Diï¿½metro Eje 60Mm
Rodamiento085;Rodamiento;;;Rodamiento Rodillos Cï¿½nicos Nï¿½ 32212
Rodamiento086;Rodamiento;;;Retï¿½n De Aceite Diï¿½metro 45Mm X Diï¿½metro 75Mm X 10Mm
Rodamiento087;Rodamiento;;;Rodamiento 6311 ZZ C3
Rodamiento095;Rodamiento;;;Polines De Impacto , Largo Total 260 Mm , Calce 14 X 14  , Diï¿½metro 101,6Mm, S/ Plano
Rodamiento096;Rodamiento;;;Rodamiento Timken 6203 ZZ C3
Rodamiento097;Rodamiento;;;Rodamiento Timken 78250
Rodamiento098;Rodamiento;;;Rodamiento NU 318 FAG
Rodamiento099;Rodamiento;;;Rodamiento 6318 2RS FAG
Rodamiento100;Rodamiento;;;Reten de aceite CR6203 1 1/8 x 5/8 x 3/8
Rodamiento101;Rodamiento;;;Retï¿½n Aceite 65 x 100 x 10 mm
Rodamiento102;Rodamiento;;;Rodamientos Rodillos Cï¿½nicos Nï¿½ 936  , Cubeta Nï¿½ 932
Rodamiento103;Rodamiento;;;Rodamiento Timken 479
Rodamiento104;Rodamiento;;;Cubeta Timken 472
Rodamiento105;Rodamiento;;;Rodamiento Oscilante de Bolas Agujero Cilindrico Nï¿½ 1309 Diametro 45mm x 100mm x 25mm
